game_id;game_name;comment
730;Counter-Strike 2;167 Hard-working achievements gone… How dare you!?
730;Counter-Strike 2;Very nice game with a cancer community
730;Counter-Strike 2;Not toxic at all! Definitely Recommend!
730;Counter-Strike 2;so after near 2k time play, I'm  gonna say some wordsFirst: don't get disappointed so easily u will get better Second: don't get mad against  your  friends your friends are always better against you just because ...Third: don't get mad at all u will lose your focus afterward gameFourth: u are good at your rank don't let  anyone ruin your fun just try to get betterFifth: u will face some unhealthy players that make your blood boil Sixth: don't buy cheats just don't seventh: u will meet player on the high rank that use cheat and pay for cheat monthly higher than ur salary after all, I don't know just be  wise
730;Counter-Strike 2;I started playing this game when I started to get depressed IRL.I made a lot of friends and got to know that I was actually a likeable human being.People seemed to be happy and excited to play with me.I called them friends and they helped me simply by existing and being happy with me.I grew confident, learnt I was actually a bit fun to talk with.This game made me discover myself and I forever will be thankful for that.The thing that makes this game what it is are the people, you'll meet a LOT of them it's upto you to choose who to keep playing with and who to forget and forgive.The people i met through this game are some of my lifelong friends and I am lucky to have those friends.I may not play this game everyday now but this game holds a dear and special place in my heart.At the final moments of this game I edit this to say, thanks for everything you have done for me.It may be just a game for many but for me it was one of the way to escape from my reality, to get to meet some of my life long friends and to get to know the world and myself more.Thanks ,From the most Bottom and sincere part of my heart.I will always miss and remember the time I have spent with a big smile.
730;Counter-Strike 2;Please fix the anticheat I'm tired of cheaters in all games.Faceit can do it, Valorant can do it, ( Well make it alot harder )
730;Counter-Strike 2;Great game bro love it. But need to work on scammers and cheaters
730;Counter-Strike 2;This is the gaming equivalent of a toxic relationship that you can never get away from.
730;Counter-Strike 2;"Fun game overall, though it may at times consume too much of your day time.You will come across many toxic-salty people, just ignore-report-mute them. You will have days that you may play like a pro and feel good and your dopamine will skyrocket, but you will be accused of cheating by your ""victims"".you will have days that you can't even get a shot and you will be told to possibly cease to exist and delete this game possibly something about your close relatives but as I said in my second point, ignore-mute-report whatever you dont like.Enjoy this game, be less toxic, obviously don't cheat what would be the point. GLHF."
730;Counter-Strike 2;My friend who I play CS:GO with said if I post a review on Cs and it gets 100 likes and 20 Awards that he will buy me a case of beer and some vodka So im just gonna leave this here.
730;Counter-Strike 2;voice_enable 0
730;Counter-Strike 2;To be honest, even if you encounter some cheater in this game, we are  come back and play it. It's one one the best FPS games even it's years old..
730;Counter-Strike 2;Best game ever since cs 1.6.
730;Counter-Strike 2;"So what do we need to do to get good in this game?Accept you aren't the best and make mistakes like everyone elseSetup your Gear. Have a  Microphon and use it.Warmup before Competitive Games. Doesn't matter if you kill 1000 Bots on an Aim-Map or play Deathmatch for about 20 Minutes.Practice all necessary skills for the Game- AIM -> Deathmatch; Aim-Maps; Practice-Maps (Recoilmaster etc.)- Movement -> Climb-servers; Surfing, Prefire-Maps (Shortcuts from Yesber too)- Gamesense -> Matchmaking; Retake-Servers- Mapknowledge -> Callouts; Demos from your favourite Pro-Player,- Nades -> pls learn them- Roles -> Entry; Support; Lurk; AWPer- Train your Habit (first callout then flame)- play daily to to improve your aim- make pauses every 2-3 games to reset (go outside from the room with your Pc)- stop at the point you get mad (after a loss may)If you follow all these Steps you will be able to climb the ladder and improve fast.Have a nice day and start fraggin! P.S.: Last Step: Get friends to play with and play for the win not for stats!!!"
730;Counter-Strike 2;A very good FPS. One of the pioneers of FPS in fact.Can't go wrong with CS:GO.C'mon give it a shot, you know you want to.
730;Counter-Strike 2;"ORIGINAL REVIEW Posted: Nov 27, 2016:Extremely fun and addictive game! That IS if you practice and learn the way the game is supposed to be played.Actually requires a lot of patience, aim control, learning of map locations, etc.Edit Dec 7, 2018: Stupid crazy full with hackers, now that it's F2P i feel like it's gonna get taken over by even more hackers... RIP 2012 CSGO.EDIT 2021/09/03: Some of you are morons here... Clearly a huge ""fan"" base of CSGO. I've gathered around 9,000+ hours in total (in my other account as well) No. I wasn't a ""Noob"" or had no skill. I was GE for a very long time.This review is from 2018. After all the new updates came into place. I LOVED the game, It was my addiction. After those updates, everything went down hill. MORE toxicity, MORE blatant hackers, and I for one wasn't a big fan of the newest updates. So I decided to leave, updated this review with my most recent experience.Reviews are meant to talk about your experience, Not to kiss ass and make things look good when they aren't."
730;Counter-Strike 2;everyone is racist
730;Counter-Strike 2;"I was very young when I first got to know Counter-Strike back in  the early days of Counter-Strike 1.5.It was in an Internet-Café during Holidays where I even got to play the game for the first time. Some years later some friends from the area were playing CS 1.6 and thats where I joined the Steam and Counterstrike-Community on January 8th, 2006. We formed a team, trained about two years and climbed up the ladder of our local CS-League here in Switzerland.However, due to insufficient capacity (private life)  of some members and a lack of Morale we split up.I've seen Counter-Strike in all of its states from 1.5 on, 1.6, Condition Zero, Source, I even had my hands on the old mod called ""CS Promod"" where people tried to get the gameplay from 1.6 with the graphics of Source. Which was something I really liked.After a long break I decided to reroll in CS:GO and check out how the game had evolved. It took a while but the more I played and did matchmakings (good mm's ^^) the more I wanted to set foot in E-Sports again. CS:GO is the perfect balance between the gameplay of 1.6 and the graphics of source (while its not source, definitely and luckily not.), to most efficient CS players ive talked to graphics dont matter and it explains why many Pro's do play with low resolutions and stuff like that because it reminds them of the good ol' days (from what i've read).Though it still has its harsh and sometimes frustrating learning-curve, it is worth the effort because if you truly stick to it and learn about it each time you play and try to learn from your mistakes the better you get. Since all those years i've tried out almost all other game titles in the FPS genre, nothing could ever stand up against the simplicity and competitiveness of Counter-Strike for me. If you're looking for a great team-experience (which you first need to create or join) in where every man counts, every round counts and has a big community involved with tournaments and stuff, this game is for you.However if you're looking for a realistic shooter that compares guns 1:1 like in real life, with bulletdrop and things like that, this game is definitely not for you.I hope my shared thoughts on the game where helpful and gave you a bit of insight whether you want to join our community. Best RegardsKnight"
570;Dota 2;This isn't a free game. Each match cost you a bit of your sanity until you have nothing left.
570;Dota 2;"If you told me when I started playing dota 2 at 18 years old that I would be reviewing this game after 8 years and 13'000 hours, I would have laughed at you.Let me put that into perspective:  Of dota 2. I'm almost 26 now, and I don't really know what to think of this game. This game has had a large impact on my life. I was ""addicted"" to the experience, in ranked and matchmaking. I've learned a lot about myself and others. I've learned a lot about staying in charge of my emotions. I've also learned that emotions can easily lose you a game before its come to its conclusion. I've learned how to react instinctively to changing pixel colours.But I've also relatively learned nothing.Not to depress anyone reading this, but when I put all of this into perspective, thinking about what could have been, I could easily imagine how much better my life would be if I never started playing this game. Socially, I would have a stronger network. My education and eventual career would probably have had more longevity (I have played professionally as a dota 2 player, but grew a lack of interest in competing). But I can never be sure how drastic these differences are. Would the pros outweigh the cons? I have certainly met and interacted with a large group of people,  of dota2, at events, tournaments etc. Any dota 2 player that has sunk 2000 hours or so has probably had these thoughts: ""what if I just did ... instead"" or ""what if I just played on a more casual level"". The issue is, that dota  more rewarding than other things, and that's a trap I fell into.It is with a heavy heart that I admit that I don't think I can bring myself to play anymore. Took a long 8 years for me to grow out of this perfect fit, which is why I must review dota2 positively.Thank you for all that you  done for me. Farewell friend."
570;Dota 2;This community is so nice i got a lot of tips on how to uninstall the game and what to do with myself
570;Dota 2;This community is so nice i got a lot of tips on how to uninstall the game and kill myself
570;Dota 2;This community is so nice i got a lot of tips on how to uninstall the game and kill myself
570;Dota 2;Pros:- You will learn Russian- You will learn Spanish- You will learn PinoyFor what cost?- Your friendship- Your time- Your family- Your life
